ApplicantID,Assigned_Agent,Branch_Name,Policy_Type,Line_Of_Business,Master_Company,Writing_Company_Name,Policy_Number,Term,Effective_Date,Agency,Billing_Type,Cancellation_Date,Department,Download_Date,Expiration_Date,LOB_Code,LOB_Origination_Date,Policy_Creation_Date,Policy_Last_Modified_Date,Premium_Changed,Premium_Taxes,Service_Team_Override,Status,Transaction_Type,Transaction_Type_Code
86488654,"McManus, Malerie",Generic Insurance Branch South,Personal,Homeowners,Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,t7NUd28Zyy,12 Months,12/02/2020,Generic Insurance,Unknown,,Personal Lines (P/L),12/04/2020,12/02/2021,HOME,12/02/2020,12/04/2020,01/08/2021,$153.79,$0.00,No,Active,New Business,NBS
86495823,"Smith, Amanda",Generic Insurance Branch South,Personal,Auto (Personal),Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,5tRFemUXy6,12 Months,12/11/2020,Generic Insurance,Unknown,,Personal Lines (P/L),12/10/2020,12/11/2021,AUTOP,12/11/2020,12/10/2020,12/11/2020,"$1,492.26",$0.00,No,Active,New Business,NBS
86495823,"Smith, Amanda",Generic Insurance Branch South,Personal,Homeowners,Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,AwZQPjnzX8,12 Months,12/11/2020,Generic Insurance,Unknown,,Personal Lines (P/L),12/11/2020,12/11/2021,HOME,12/11/2020,12/10/2020,12/11/2020,"$1,248.84",$0.00,No,Active,New Business,NBS
86498188,"Jarosz, Nicole",Generic Insurance Branch South,Personal,Homeowners,Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,DvNSetnjnU,12 Months,12/11/2020,Generic Insurance,Unknown,,Personal Lines (P/L),04/14/2021,12/11/2021,HOME,12/11/2020,12/12/2020,04/14/2021,$0.00,$0.00,No,Active,Policy Change,PCH
86498188,"Jarosz, Nicole",Generic Insurance Branch South,Personal,Auto (Personal),Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,JwF3axdKXP,12 Months,12/11/2020,Generic Insurance,Unknown,,Personal Lines (P/L),02/12/2021,12/11/2021,AUTOP,12/11/2020,12/12/2020,02/12/2021,$0.00,$0.00,No,Active,Policy Change,PCH
86738265,"Smith, Amanda",Generic Insurance Branch South,Personal,Auto (Personal),Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,tWtHvvPWPK,12 Months,12/30/2020,Generic Insurance,Unknown,,Personal Lines (P/L),01/08/2021,12/30/2021,AUTOP,12/30/2020,01/08/2021,01/08/2021,"$1,751.26",$0.00,No,Active,New Business,NBS
86738265,"Smith, Amanda",Generic Insurance Branch South,Personal,Homeowners,Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,wRxxkwXbSr,12 Months,12/30/2020,Generic Insurance,Unknown,,Personal Lines (P/L),04/08/2021,12/30/2021,HOME,12/30/2020,01/08/2021,05/01/2021,$33.79,$0.00,No,Active,Policy Change,PCH
86919780,"Johnstone, Olivia",Generic Insurance Branch South,Personal,Homeowners,Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,rA8Bt8h4CH,12 Months,01/05/2021,Generic Insurance,Unknown,,Personal Lines (P/L),01/08/2021,01/05/2022,HOME,01/05/2021,01/08/2021,01/08/2021,$0.00,$0.00,No,Active,Policy Change,PCH
86919780,"Johnstone, Olivia",Generic Insurance Branch South,Personal,Auto (Personal),Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,4EGmt4zXAJ,12 Months,01/06/2021,Generic Insurance,Unknown,,Personal Lines (P/L),01/08/2021,01/06/2022,AUTOP,01/06/2021,01/08/2021,01/08/2021,"$1,605.06",$0.00,No,Active,New Business,NBS
86962330,"Allen, Johnson",Generic Insurance Branch South,Personal,Homeowners,Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,22xtymKjS7,12 Months,01/28/2021,Generic Insurance,Unknown,,Personal Lines (P/L),01/29/2021,01/28/2022,HOME,01/28/2021,01/29/2021,01/29/2021,"$1,299.66",$0.00,No,Active,New Business,NBS
86962330,"Allen, Johnson",Generic Insurance Branch South,Personal,Auto (Personal),Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,ycspD8EQav,12 Months,12/22/2020,Generic Insurance,Unknown,,Personal Lines (P/L),02/04/2021,12/22/2021,AUTOP,12/22/2020,12/22/2020,02/04/2021,-$121.50,$0.00,No,Active,Policy Change,PCH
87274732,"McManus, Malerie",Generic Insurance Branch South,Personal,Auto (Personal),Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,FPrQ3v352r,12 Months,02/16/2021,Generic Insurance,Unknown,,Personal Lines (P/L),02/17/2021,02/16/2022,AUTOP,02/16/2021,02/17/2021,02/17/2021,"$1,788.34",$0.00,No,Active,New Business,NBS
87274732,"McManus, Malerie",Generic Insurance Branch South,Personal,Homeowners,Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,YqahVuQpNH,12 Months,02/16/2021,Generic Insurance,Unknown,,Personal Lines (P/L),02/17/2021,02/16/2022,HOME,02/16/2021,02/17/2021,02/17/2021,"$1,308.70",$0.00,No,Active,New Business,NBS
87593764,"Johnstone, Olivia",Generic Insurance Branch South,Personal,Homeowners,Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,y3cXE8UCzf,12 Months,02/11/2021,Generic Insurance,Unknown,,Personal Lines (P/L),03/11/2021,02/11/2022,HOME,02/11/2021,02/12/2021,03/31/2021,$826.92,$0.00,No,Active,Policy Change,PCH
87593764,"Johnstone, Olivia",Generic Insurance Branch South,Personal,Auto (Personal),Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,DkVnfC5S7c,12 Months,02/11/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/29/2021,02/11/2022,AUTOP,02/11/2021,02/12/2021,04/29/2021,-$101.11,$0.00,No,Active,Policy Change,PCH
87655330,"McManus, Malerie",Generic Insurance Branch South,Personal,Homeowners,Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,YQhq7jMyS8,12 Months,01/19/2021,Generic Insurance,Unknown,,Personal Lines (P/L),05/08/2021,01/19/2022,HOME,01/19/2021,01/20/2021,05/13/2021,$0.00,$0.00,No,Active,Policy Change,PCH
87655330,"McManus, Malerie",Generic Insurance Branch South,Personal,Auto (Personal),Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,NKQ7tCPfYC,12 Months,01/19/2021,Generic Insurance,Unknown,,Personal Lines (P/L),01/21/2021,01/19/2022,AUTOP,01/19/2021,01/21/2021,01/21/2021,"$1,573.10",$0.00,No,Active,New Business,NBS
87659248,"Anderson, Bobbie",Generic Insurance Branch South,Personal,Auto (Personal),Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,kcbb6vXetU,12 Months,02/11/2021,Generic Insurance,Unknown,,Personal Lines (P/L),02/16/2021,02/11/2022,AUTOP,02/11/2021,02/16/2021,02/16/2021,"$2,696.96",$0.00,No,Active,New Business,NBS
87659248,"Anderson, Bobbie",Generic Insurance Branch South,Personal,Homeowners,Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,Xq4mrJ4ytS,12 Months,02/11/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/03/2021,02/11/2022,HOME,02/11/2021,02/16/2021,04/03/2021,$0.00,$0.00,No,Active,Policy Change,PCH
87683058,"Anderson, Bobbie",Generic Insurance Branch South,Personal,Auto (Personal),Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,EzNnhNMHzv,12 Months,03/20/2021,Generic Insurance,Unknown,,Personal Lines (P/L),03/25/2021,03/20/2022,AUTOP,03/20/2021,03/25/2021,03/25/2021,"$3,627.44",$0.00,No,Active,New Business,NBS
87683058,"Anderson, Bobbie",Generic Insurance Branch South,Personal,Homeowners,Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,cc2MhfQ2S6,12 Months,01/25/2021,Generic Insurance,Unknown,,Personal Lines (P/L),01/27/2021,01/25/2022,HOME,01/25/2021,01/27/2021,01/27/2021,$490.85,$0.00,No,Active,New Business,NBS
87683058,"Anderson, Bobbie",Generic Insurance Branch South,Personal,Homeowners,Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,jwFcMfexvk,12 Months,01/25/2021,Generic Insurance,Unknown,,Personal Lines (P/L),01/27/2021,01/25/2022,HOME,01/25/2021,01/27/2021,01/27/2021,"$1,353.81",$0.00,No,Active,New Business,NBS
87684522,"Casser, Emilia",Generic Insurance Branch South,Personal,Homeowners,Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,tAG2wchhRy,12 Months,01/15/2021,Generic Insurance,Unknown,,Personal Lines (P/L),02/24/2021,01/15/2022,HOME,01/15/2021,01/16/2021,05/04/2021,$0.00,$0.00,No,Active,Policy Change,PCH
87686702,"Johnstone, Olivia",Generic Insurance Branch South,Personal,Homeowners,Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,5xDrwDz6tg,12 Months,01/15/2021,Generic Insurance,Unknown,,Personal Lines (P/L),03/11/2021,01/15/2022,HOME,01/15/2021,01/21/2021,03/11/2021,$0.00,$0.00,No,Active,Policy Change,PCH
88112665,"Casser, Emilia",Generic Insurance Branch South,Personal,Homeowners,Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,M3aMswqyCb,12 Months,01/19/2021,Generic Insurance,Unknown,,Personal Lines (P/L),01/23/2021,01/19/2022,HOME,01/19/2021,01/21/2021,05/04/2021,$0.00,$0.00,No,Active,Policy Change,PCH
88112665,"Casser, Emilia",Generic Insurance Branch South,Personal,Auto (Personal),Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,t3U6wQdztg,12 Months,01/19/2021,Generic Insurance,Unknown,,Personal Lines (P/L),02/19/2021,01/19/2022,AUTOP,01/19/2021,01/20/2021,05/04/2021,-$126.94,$0.00,No,Active,Policy Change,PCH
88154381,"Jarosz, Nicole",Generic Insurance Branch South,Personal,Homeowners,Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,wweM6T44YF,12 Months,02/04/2021,Generic Insurance,Unknown,,Personal Lines (P/L),02/05/2021,02/04/2022,HOME,02/04/2021,02/05/2021,02/05/2021,$485.13,$0.00,No,Active,New Business,NBS
88154381,"Jarosz, Nicole",Generic Insurance Branch South,Personal,Auto (Personal),Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,GqPbgEce9F,12 Months,02/04/2021,Generic Insurance,Unknown,,Personal Lines (P/L),02/05/2021,02/04/2022,AUTOP,02/04/2021,02/05/2021,02/05/2021,"$1,550.54",$0.00,No,Active,New Business,NBS
88307681,"Smith, Amanda",Generic Insurance Branch South,Personal,Auto (Personal),Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,8yh5Jz7YPy,12 Months,02/12/2021,Generic Insurance,Unknown,,Personal Lines (P/L),02/17/2021,02/12/2022,AUTOP,02/12/2021,02/17/2021,02/17/2021,"$1,221.24",$0.00,No,Active,New Business,NBS
88307681,"Smith, Amanda",Generic Insurance Branch South,Personal,Homeowners,Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,Q3pbVqdcfE,12 Months,02/12/2021,Generic Insurance,Unknown,,Personal Lines (P/L),03/05/2021,02/12/2022,HOME,02/12/2021,02/17/2021,03/05/2021,$0.00,$0.00,No,Active,Policy Change,PCH
88323441,"Casser, Emilia",Generic Insurance Branch South,Personal,Auto (Personal),Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,xDCAuAZ9Xc,12 Months,01/20/2021,Generic Insurance,Unknown,,Personal Lines (P/L),01/22/2021,01/20/2022,AUTOP,01/20/2021,01/22/2021,05/04/2021,"$2,027.52",$0.00,No,Active,New Business,NBS
88348588,"Casser, Emilia",Generic Insurance Branch South,Personal,Auto (Personal),Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,CTqd6vjA8E,12 Months,02/09/2021,Generic Insurance,Unknown,,Personal Lines (P/L),02/10/2021,02/09/2022,AUTOP,02/09/2021,02/10/2021,05/04/2021,"$1,552.68",$0.00,No,Active,New Business,NBS
88348588,"Casser, Emilia",Generic Insurance Branch South,Personal,Homeowners,Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,XqQhaP2zy6,12 Months,02/09/2021,Generic Insurance,Unknown,,Personal Lines (P/L),05/06/2021,02/09/2022,HOME,02/09/2021,02/10/2021,05/06/2021,-$49.48,$0.00,No,Active,Policy Change,PCH
88397585,"Johnstone, Olivia",Generic Insurance Branch South,Personal,Homeowners,Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,ZG98JbDu7v,12 Months,02/03/2021,Generic Insurance,Unknown,,Personal Lines (P/L),02/05/2021,02/03/2022,HOME,02/03/2021,02/05/2021,02/05/2021,$771.50,$0.00,No,Active,New Business,NBS
88397585,"Johnstone, Olivia",Generic Insurance Branch South,Personal,Homeowners,Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,QetJECGmtj,12 Months,02/03/2021,Generic Insurance,Unknown,,Personal Lines (P/L),02/06/2021,02/03/2022,HOME,02/03/2021,02/06/2021,02/06/2021,$380.90,$0.00,No,Active,New Business,NBS
88397585,"Johnstone, Olivia",Generic Insurance Branch South,Personal,Auto (Personal),Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,SUw8GWMZr5,12 Months,02/03/2021,Generic Insurance,Unknown,,Personal Lines (P/L),02/06/2021,02/03/2022,AUTOP,02/03/2021,02/06/2021,02/06/2021,"$2,269.58",$0.00,No,Active,New Business,NBS
88512743,"Anderson, Bobbie",Generic Insurance Branch South,Personal,Homeowners,Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,R6cygxBRAA,12 Months,02/10/2021,Generic Insurance,Unknown,,Personal Lines (P/L),02/12/2021,02/10/2022,HOME,02/10/2021,02/12/2021,02/12/2021,"$1,377.31",$0.00,No,Active,New Business,NBS
88512743,"Anderson, Bobbie",Generic Insurance Branch South,Personal,Auto (Personal),Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,Y4GVneSrdN,12 Months,02/10/2021,Generic Insurance,Unknown,,Personal Lines (P/L),03/30/2021,02/10/2022,AUTOP,02/10/2021,02/11/2021,03/30/2021,$102.62,$0.00,No,Active,Policy Change,PCH
88532760,"Smith, Amanda",Generic Insurance Branch South,Personal,Homeowners,Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,GYNArenA8z,12 Months,04/02/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/07/2021,04/02/2022,HOME,04/02/2021,04/07/2021,04/07/2021,"$1,232.56",$0.00,No,Active,New Business,NBS
88532760,"Smith, Amanda",Generic Insurance Branch South,Personal,Auto (Personal),Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,ASrzxuXRAQ,12 Months,04/02/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/07/2021,04/02/2022,AUTOP,04/02/2021,04/07/2021,04/07/2021,"$1,147.04",$0.00,No,Active,New Business,NBS
88557351,"McManus, Malerie",Generic Insurance Branch South,Personal,Auto (Personal),Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,sfUYTewsx5,12 Months,02/26/2021,Generic Insurance,Unknown,,Personal Lines (P/L),03/01/2021,02/26/2022,AUTOP,02/26/2021,03/01/2021,03/01/2021,"$1,689.34",$0.00,No,Active,New Business,NBS
88557351,"McManus, Malerie",Generic Insurance Branch South,Personal,Homeowners,Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,ptdXkuvWRf,12 Months,02/26/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/17/2021,02/26/2022,HOME,02/26/2021,03/01/2021,04/17/2021,$0.00,$0.00,No,Active,Policy Change,PCH
88608732,"McManus, Malerie",Generic Insurance Branch South,Personal,Auto (Personal),Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,5qZM9Jg6zG,12 Months,04/11/2021,Generic Insurance,Unknown,,Personal Lines (P/L),05/06/2021,04/11/2022,AUTOP,04/11/2021,04/08/2021,05/06/2021,"$1,558.56",$0.00,No,Active,Reinstate,REI
88608732,"McManus, Malerie",Generic Insurance Branch South,Personal,Homeowners,Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,QX4cynRNhT,12 Months,04/26/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/08/2021,04/26/2022,HOME,04/26/2021,04/08/2021,05/05/2021,$989.19,$0.00,No,Active,New Business,NBS
88702486,"Casser, Emilia",Generic Insurance Branch South,Personal,Homeowners,Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,seFZ9BtX5E,12 Months,02/24/2021,Generic Insurance,Unknown,,Personal Lines (P/L),02/17/2021,02/24/2022,HOME,02/24/2021,02/17/2021,02/24/2021,"$1,682.37",$0.00,No,Active,New Business,NBS
88702486,"Casser, Emilia",Generic Insurance Branch South,Personal,Auto (Personal),Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,6gpR8k5Wmd,12 Months,02/24/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/13/2021,02/24/2022,AUTOP,02/24/2021,02/17/2021,04/13/2021,$88.42,$0.00,No,Active,Policy Change,PCH
88811393,"Smith, Amanda",Generic Insurance Branch South,Personal,Homeowners,Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,d6fbf7QJ2Z,12 Months,03/05/2021,Generic Insurance,Unknown,,Personal Lines (P/L),03/11/2021,03/05/2022,HOME,03/05/2021,03/11/2021,03/11/2021,"$1,388.79",$0.00,No,Active,New Business,NBS
88811393,"Smith, Amanda",Generic Insurance Branch South,Personal,Auto (Personal),Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,C8ytuhvk5Z,12 Months,03/05/2021,Generic Insurance,Unknown,,Personal Lines (P/L),03/30/2021,03/05/2022,AUTOP,03/05/2021,03/09/2021,03/30/2021,$70.46,$0.00,No,Active,Policy Change,PCH
88811393,"Smith, Amanda",Generic Insurance Branch South,Personal,Homeowners,Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,mj8XEsS8AM,12 Months,03/05/2021,Generic Insurance,Unknown,,Personal Lines (P/L),03/09/2021,03/05/2022,HOME,03/05/2021,03/09/2021,03/09/2021,"$1,552.14",$0.00,No,Active,New Business,NBS
89510336,"McManus, Malerie",Generic Insurance Branch South,Personal,Homeowners,Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,uncR6UwhFS,12 Months,03/10/2021,Generic Insurance,Unknown,,Personal Lines (P/L),05/19/2021,03/10/2022,HOME,03/10/2021,03/12/2021,05/19/2021,$0.00,$0.00,No,Active,Policy Change,PCH
89510336,"McManus, Malerie",Generic Insurance Branch South,Personal,Auto (Personal),Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,9KZ7SP5mhe,12 Months,03/11/2021,Generic Insurance,Unknown,,Personal Lines (P/L),03/13/2021,03/11/2022,AUTOP,03/11/2021,03/12/2021,03/13/2021,-$171.17,$0.00,No,Active,Policy Change,PCH
89608638,"McManus, Malerie",Generic Insurance Branch South,Personal,Auto (Personal),Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,jHyvudsJz2,12 Months,04/09/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/20/2021,04/09/2022,AUTOP,04/09/2021,04/20/2021,04/20/2021,"$2,784.52",$0.00,No,Active,New Business,NBS
89608638,"McManus, Malerie",Generic Insurance Branch South,Personal,Homeowners,Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,W6aRSWTGzR,12 Months,04/09/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/08/2021,04/09/2022,HOME,04/09/2021,04/08/2021,04/16/2021,"$1,579.75",$0.00,No,Active,New Business,NBS
89751061,"Casser, Emilia",Generic Insurance Branch South,Personal,Homeowners,Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,7RJCtejpn3,12 Months,04/27/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/28/2021,04/27/2022,HOME,04/27/2021,04/28/2021,05/18/2021,"$1,800.11",$0.00,No,Active,New Business,NBS
89799766,"McManus, Malerie",Generic Insurance Branch South,Personal,Homeowners,Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,8WGUNJy4CG,12 Months,03/25/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/21/2021,03/25/2022,HOME,03/25/2021,03/27/2021,04/21/2021,$0.00,$0.00,No,Active,Policy Change,PCH
89799766,"McManus, Malerie",Generic Insurance Branch South,Personal,Auto (Personal),Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,ne99dDTapN,12 Months,03/25/2021,Generic Insurance,Unknown,,Personal Lines (P/L),05/12/2021,03/25/2022,AUTOP,03/25/2021,03/27/2021,05/12/2021,$55.64,$0.00,No,Active,Policy Change,PCH
90203784,"Anderson, Bobbie",Generic Insurance Branch South,Personal,Auto (Personal),Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,8HsYvukZra,12 Months,03/04/2021,Generic Insurance,Unknown,,Personal Lines (P/L),05/12/2021,03/04/2022,AUTOP,03/04/2021,03/06/2021,05/12/2021,-$79.65,$0.00,No,Active,Policy Change,PCH
90211128,"Casser, Emilia",Generic Insurance Branch South,Personal,Auto (Personal),Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,cq3xYCExnV,12 Months,03/19/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/24/2021,03/19/2022,AUTOP,03/19/2021,03/20/2021,04/24/2021,$15.98,$0.00,No,Active,Policy Change,PCH
90211128,"Casser, Emilia",Generic Insurance Branch South,Personal,Homeowners,Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,RK9d2tgH8r,12 Months,03/19/2021,Generic Insurance,Unknown,,Personal Lines (P/L),05/04/2021,03/19/2022,HOME,03/19/2021,03/20/2021,05/20/2021,$0.00,$0.00,No,Active,Policy Change,PCH
90427656,"McManus, Malerie",Generic Insurance Branch South,Personal,Auto (Personal),Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,DrAzGuVhQC,12 Months,03/29/2021,Generic Insurance,Unknown,,Personal Lines (P/L),03/30/2021,03/29/2022,AUTOP,03/29/2021,03/30/2021,03/30/2021,"$1,970.10",$0.00,No,Active,New Business,NBS
90427656,"McManus, Malerie",Generic Insurance Branch South,Personal,Homeowners,Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,k78BeaJYkh,12 Months,03/29/2021,Generic Insurance,Unknown,,Personal Lines (P/L),05/04/2021,03/29/2022,HOME,03/29/2021,03/30/2021,05/04/2021,$0.00,$0.00,No,Active,Policy Change,PCH
90548106,"Johnstone, Olivia",Generic Insurance Branch South,Personal,Homeowners,Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,7EEcFPqzKq,12 Months,04/07/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/09/2021,04/07/2022,HOME,04/07/2021,04/09/2021,04/09/2021,$563.70,$0.00,No,Active,New Business,NBS
90665722,"Johnstone, Olivia",Generic Insurance Branch South,Personal,Homeowners,Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,3tVVZxC8aA,12 Months,04/02/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/06/2021,04/02/2022,HOME,04/02/2021,04/06/2021,04/06/2021,"$1,621.41",$0.00,No,Active,New Business,NBS
90871804,"Smith, Amanda",Generic Insurance Branch South,Personal,Homeowners,Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,YBzy6FmZdB,12 Months,04/14/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/16/2021,04/14/2022,HOME,04/14/2021,04/16/2021,04/16/2021,"$1,149.14",$0.00,No,Active,New Business,NBS
90871804,"Smith, Amanda",Generic Insurance Branch South,Personal,Auto (Personal),Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,gYzRpc3Umt,12 Months,04/14/2021,Generic Insurance,Unknown,,Personal Lines (P/L),05/14/2021,04/14/2022,AUTOP,04/14/2021,04/16/2021,05/14/2021,"-$1,075.32",$0.00,No,Active,Policy Change,PCH
91098739,"Anderson, Bobbie",Generic Insurance Branch South,Personal,Homeowners,Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,cZKKmkDKbr,12 Months,03/26/2021,Generic Insurance,Unknown,,Personal Lines (P/L),03/27/2021,03/26/2022,HOME,03/26/2021,03/27/2021,03/27/2021,"$1,318.41",$0.00,No,Active,New Business,NBS
91098739,"Anderson, Bobbie",Generic Insurance Branch South,Personal,Auto (Personal),Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,tbaJSAncDS,12 Months,04/06/2021,Generic Insurance,Unknown,,Personal Lines (P/L),03/27/2021,04/06/2022,AUTOP,04/06/2021,03/27/2021,04/06/2021,"$1,898.64",$0.00,No,Active,New Business,NBS
91108195,"Johnstone, Olivia",Generic Insurance Branch South,Personal,Homeowners,Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,d54rhmgsEc,12 Months,04/16/2021,Generic Insurance,Unknown,,Personal Lines (P/L),05/22/2021,04/16/2022,HOME,04/16/2021,04/17/2021,05/22/2021,$0.00,$0.00,No,Active,Policy Change,PCH
91108195,"Johnstone, Olivia",Generic Insurance Branch South,Personal,Auto (Personal),Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,M6KqkKqhhd,12 Months,04/16/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/17/2021,04/16/2022,AUTOP,04/16/2021,04/17/2021,04/17/2021,"$1,688.26",$0.00,No,Active,New Business,NBS
91135236,"McManus, Malerie",Generic Insurance Branch South,Personal,Homeowners,Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,6BBj2Hjwmh,12 Months,04/22/2021,Generic Insurance,Unknown,,Personal Lines (P/L),05/19/2021,04/22/2022,HOME,04/22/2021,05/08/2021,05/19/2021,$0.00,$0.00,No,Active,Policy Change,PCH
91135236,"McManus, Malerie",Generic Insurance Branch South,Personal,Auto (Personal),Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,EEGh8C9Ypr,12 Months,04/22/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/23/2021,04/22/2022,AUTOP,04/22/2021,04/23/2021,04/23/2021,"$2,933.26",$0.00,No,Active,New Business,NBS
91201228,"Smith, Amanda",Generic Insurance Branch South,Personal,Auto (Personal),Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,bdBBUHWWAS,12 Months,04/02/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/29/2021,04/02/2022,AUTOP,04/02/2021,04/06/2021,04/29/2021,-$500.72,$0.00,No,Active,Policy Change,PCH
91234797,"McManus, Malerie",Generic Insurance Branch South,Personal,Homeowners,Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,HNbWQyBaY5,12 Months,04/27/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/29/2021,04/27/2022,HOME,04/27/2021,04/29/2021,04/29/2021,$945.74,$0.00,No,Active,New Business,NBS
91377642,"Smith, Amanda",Generic Insurance Branch South,Personal,Auto (Personal),Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,4aUm2S8xqp,12 Months,05/03/2021,Generic Insurance,Unknown,,Personal Lines (P/L),05/05/2021,05/03/2022,AUTOP,05/03/2021,05/05/2021,05/05/2021,"$1,470.94",$0.00,No,Active,New Business,NBS
91377642,"Smith, Amanda",Generic Insurance Branch South,Personal,Homeowners,Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,7qwGnCdxmy,12 Months,05/03/2021,Generic Insurance,Unknown,,Personal Lines (P/L),05/05/2021,05/03/2022,HOME,05/03/2021,05/05/2021,05/05/2021,"$1,396.85",$0.00,No,Active,New Business,NBS
91452799,"Johnstone, Olivia",Generic Insurance Branch South,Personal,Auto (Personal),Nationwide Insurance,NATIONWIDE PROP & CAS INS CO,7APV9YTv4k,12 Months,04/09/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/06/2021,04/09/2022,AUTOP,04/09/2021,04/06/2021,04/09/2021,"$1,224.62",$0.00,No,Active,New Business,NBS
