ApplicantID,Assigned_Agent,Branch_Name,Policy_Type,Line_Of_Business,Master_Company,Policy_Number,Term,Effective_Date,Agency,Billing_Type,Cancellation_Date,Department,Download_Date,Expiration_Date,LOB_Code,LOB_Origination_Date,Policy_Creation_Date,Policy_Last_Modified_Date,Premium_Changed,Premium_Taxes,Service_Team_Override,Status,Transaction_Type,Transaction_Type_Code,Writing_Company_Name
82247224,"Smith, Amanda",Generic Insurance Branch North,Personal,Umbrella - Personal,Safeco Insurance,hyduC72fwF,12 Months,09/09/2020,Generic Insurance,Unknown,,Personal Lines (P/L),09/12/2020,09/09/2021,PUMBR,09/09/2020,09/12/2020,09/12/2020,$695.00,$0.00,No,Active,New Business,NBS,SAFECO INS CO OF AMER
82258389,"Jarosz, Nicole",Generic Insurance Branch North,Personal,Homeowners,Nationwide Insurance,dSzdf9eare,12 Months,08/27/2020,Generic Insurance,Unknown,,Personal Lines (P/L),11/21/2020,08/27/2021,HOME,08/27/2020,08/28/2020,11/21/2020,$0.00,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
82282089,"Jarosz, Nicole",Generic Insurance Branch North,Personal,Homeowners,Nationwide Insurance,NGKVREXYZR,12 Months,08/14/2020,Generic Insurance,Unknown,,Personal Lines (P/L),08/15/2020,08/14/2021,HOME,08/14/2020,08/15/2020,08/15/2020,$182.78,$0.00,No,Active,New Business,NBS,NATIONWIDE PROP & CAS INS CO
82282089,"Jarosz, Nicole",Generic Insurance Branch North,Personal,Auto (Personal),Nationwide Insurance,uumwpDk9Vf,12 Months,08/14/2020,Generic Insurance,Unknown,,Personal Lines (P/L),10/01/2020,08/14/2021,AUTOP,08/14/2020,08/15/2020,10/01/2020,$91.48,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
82312852,"Casser, Emilia",Generic Insurance Branch North,Personal,Auto (Personal),Travelers,bgcZcPA74M,12 Months,11/09/2020,Generic Insurance,Unknown,,Personal Lines (P/L),03/11/2021,11/09/2021,AUTOP,11/09/2020,10/07/2020,03/11/2021,$195.00,$0.00,No,Active,Policy Change,PCH,STANDARD FIRE INS CO
82314914,"McManus, Malerie",Generic Insurance Branch North,Personal,Auto (Personal),Nationwide Insurance,KwvzRmmzwh,12 Months,08/31/2020,Generic Insurance,Unknown,,Personal Lines (P/L),08/29/2020,08/31/2021,AUTOP,08/31/2020,08/29/2020,12/07/2020,"$2,555.04",$0.00,No,Active,New Business,NBS,NATIONWIDE PROP & CAS INS CO
82314914,"McManus, Malerie",Generic Insurance Branch North,Personal,Homeowners,Nationwide Insurance,7TysZNbdWq,12 Months,08/28/2020,Generic Insurance,Unknown,,Personal Lines (P/L),04/03/2021,08/28/2021,HOME,08/28/2020,08/29/2020,04/03/2021,$0.00,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
82326639,"Casser, Emilia",Generic Insurance Branch North,Personal,Dwelling fire,Travelers,UYJsmQ33GM,12 Months,09/11/2020,Generic Insurance,Unknown,,Personal Lines (P/L),09/12/2020,09/11/2021,DFIRE,09/11/2020,09/12/2020,09/21/2020,$437.00,$0.00,No,Active,New Business,NBS,TRAVELERS PERSONAL INS CO
82326639,"Casser, Emilia",Generic Insurance Branch North,Personal,Dwelling fire,Travelers,j7sEk4tzd4,12 Months,09/11/2020,Generic Insurance,Unknown,,Personal Lines (P/L),09/12/2020,09/11/2021,DFIRE,09/11/2020,09/12/2020,09/21/2020,$357.00,$0.00,No,Active,New Business,NBS,TRAVELERS PERSONAL INS CO
82368780,"Smith, Amanda",Generic Insurance Branch North,Personal,Auto (Personal),Nationwide Insurance,GUEZGSHHSS,12 Months,08/31/2020,Generic Insurance,Unknown,,Personal Lines (P/L),01/15/2021,08/31/2021,AUTOP,08/31/2020,09/02/2020,01/15/2021,$0.00,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
82368780,"Smith, Amanda",Generic Insurance Branch North,Personal,Homeowners,Nationwide Insurance,fAqckAgnuJ,12 Months,09/11/2020,Generic Insurance,Unknown,,Personal Lines (P/L),03/18/2021,09/11/2021,HOME,09/11/2020,09/12/2020,03/18/2021,$0.00,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
82370390,"Smith, Amanda",Generic Insurance Branch North,Personal,Homeowners,Travelers,etFVaDMDtt,12 Months,08/14/2020,Generic Insurance,Unknown,,Personal Lines (P/L),08/15/2020,08/14/2021,HOME,08/14/2020,08/15/2020,08/15/2020,$162.00,$0.00,No,Active,New Business,NBS,TRAVELERS PERSONAL INS CO
82370390,"Smith, Amanda",Generic Insurance Branch North,Personal,Auto (Personal),Travelers,B56PgRHV3p,12 Months,08/14/2020,Generic Insurance,Unknown,,Personal Lines (P/L),04/28/2021,08/14/2021,AUTOP,08/14/2020,08/15/2020,04/28/2021,$43.00,$0.00,No,Active,Policy Change,PCH,STANDARD FIRE INS CO
82383169,"Jarosz, Nicole",Generic Insurance Branch North,Personal,Auto (Personal),Safeco Insurance,tEtgaSVmQx,12 Months,10/28/2020,Generic Insurance,Unknown,,Personal Lines (P/L),10/29/2020,10/28/2021,AUTOP,10/28/2020,10/29/2020,10/29/2020,"$1,354.30",$0.00,No,Active,New Business,NBS,SAFECO INS CO OF AMER
82383169,"Jarosz, Nicole",Generic Insurance Branch North,Personal,Homeowners,Safeco Insurance,CHGGdqCEVm,12 Months,10/28/2020,Generic Insurance,Unknown,,Personal Lines (P/L),10/29/2020,10/28/2021,HOME,10/28/2020,10/29/2020,10/29/2020,"$1,188.00",$0.00,No,Active,New Business,NBS,AMERICAN ECONOMY INS CO
82383411,"Johnstone, Olivia",Generic Insurance Branch North,Personal,Auto (Personal),Travelers,GgBuWcu4qE,12 Months,08/15/2020,Generic Insurance,Unknown,,Personal Lines (P/L),08/15/2020,08/15/2021,AUTOP,08/15/2020,08/15/2020,08/15/2020,"$6,890.00",$0.00,No,Active,New Business,NBS,STANDARD FIRE INS CO
82419097,"Casser, Emilia",Generic Insurance Branch North,Personal,Homeowners,Travelers,nznKga5Bx7,12 Months,09/09/2020,Generic Insurance,Unknown,,Personal Lines (P/L),09/10/2020,09/09/2021,HOME,09/09/2020,09/10/2020,09/10/2020,"$1,781.00",$0.00,No,Active,New Business,NBS,TRAVELERS PERSONAL INS CO
82419097,"Casser, Emilia",Generic Insurance Branch North,Personal,Auto (Personal),Travelers,bwEaKMMG9R,12 Months,09/09/2020,Generic Insurance,Unknown,,Personal Lines (P/L),09/10/2020,09/09/2021,AUTOP,09/09/2020,09/10/2020,09/10/2020,"$1,065.00",$0.00,No,Active,New Business,NBS,STANDARD FIRE INS CO
82428043,"Smith, Amanda",Generic Insurance Branch North,Personal,Homeowners,Nationwide Insurance,58nKmuHVbv,12 Months,09/15/2020,Generic Insurance,Unknown,,Personal Lines (P/L),02/20/2021,09/15/2021,HOME,09/15/2020,09/16/2020,03/30/2021,$0.00,$0.00,No,Active,Policy Change,PCH,NATIONWIDE GEN INS CO
82441359,"Casser, Emilia",Generic Insurance Branch North,Personal,Homeowners,Nationwide Insurance,Kwj6XD3Dj3,12 Months,09/10/2020,Generic Insurance,Unknown,,Personal Lines (P/L),01/23/2021,09/10/2021,HOME,09/10/2020,09/11/2020,01/23/2021,$0.00,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
82441359,"Casser, Emilia",Generic Insurance Branch North,Personal,Auto (Personal),Nationwide Insurance,7NPF97S3YP,6 Months,03/11/2021,Generic Insurance,Unknown,,Personal Lines (P/L),01/26/2021,09/11/2021,AUTOP,09/11/2020,09/11/2020,03/11/2021,$568.70,$0.00,No,Active,Renewal,RWL,NATIONWIDE PROP & CAS INS CO
82490798,"Smith, Amanda",Generic Insurance Branch North,Personal,Auto (Personal),Nationwide Insurance,GYBxpNYEC4,12 Months,08/31/2020,Generic Insurance,Unknown,,Personal Lines (P/L),01/15/2021,08/31/2021,AUTOP,08/31/2020,09/01/2020,01/15/2021,$0.00,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
82490798,"Smith, Amanda",Generic Insurance Branch North,Personal,Homeowners,Nationwide Insurance,aG846JAjsh,12 Months,09/28/2020,Generic Insurance,Unknown,,Personal Lines (P/L),10/10/2020,09/28/2021,HOME,09/28/2020,09/30/2020,10/10/2020,$0.00,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
82490798,"Smith, Amanda",Generic Insurance Branch North,Personal,Umbrella - Personal,Nationwide Insurance,uTyhUXkAAz,12 Months,09/28/2020,Generic Insurance,Unknown,,Personal Lines (P/L),01/16/2021,09/28/2021,PUMBR,09/28/2020,10/02/2020,01/16/2021,$0.00,$0.00,No,Active,Policy Change,PCH,NATIONWIDE MUT INS CO
82500336,"Casser, Emilia",Generic Insurance Branch North,Personal,Homeowners,Nationwide Insurance,ZuhHEh24VS,12 Months,09/18/2020,Generic Insurance,Unknown,,Personal Lines (P/L),09/19/2020,09/18/2021,HOME,09/18/2020,09/19/2020,09/19/2020,"$1,319.39",$0.00,No,Active,New Business,NBS,NATIONWIDE PROP & CAS INS CO
82500336,"Casser, Emilia",Generic Insurance Branch North,Personal,Auto (Personal),Nationwide Insurance,YfSFawS6sE,12 Months,08/28/2020,Generic Insurance,Unknown,,Personal Lines (P/L),01/13/2021,08/28/2021,AUTOP,08/28/2020,09/01/2020,01/13/2021,$0.00,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
82500336,"Casser, Emilia",Generic Insurance Branch North,Personal,Auto (Personal),Nationwide Insurance,F9MWM8WPtv,12 Months,08/28/2020,Generic Insurance,Unknown,,Personal Lines (P/L),08/29/2020,08/28/2021,AUTOP,08/28/2020,08/29/2020,09/08/2020,$254.91,$0.00,No,Active,New Business,NBS,AMCO INS CO
82509942,"Smith, Amanda",Generic Insurance Branch North,Personal,Auto (Personal),Nationwide Insurance,hDtC4DbAwv,12 Months,08/31/2020,Generic Insurance,Unknown,,Personal Lines (P/L),02/16/2021,08/31/2021,AUTOP,08/31/2020,09/02/2020,02/16/2021,-$207.69,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
82509942,"Smith, Amanda",Generic Insurance Branch North,Personal,Homeowners,Nationwide Insurance,8ehcTZv7gz,12 Months,08/31/2020,Generic Insurance,Unknown,,Personal Lines (P/L),03/20/2021,08/31/2021,HOME,08/31/2020,09/02/2020,03/20/2021,$0.00,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
82522667,"Anderson, Bobbie",Generic Insurance Branch North,Personal,Homeowners,Safeco Insurance,De6zwQKBG5,12 Months,11/20/2020,Generic Insurance,Unknown,,Personal Lines (P/L),01/13/2021,09/02/2021,HOME,09/02/2020,09/09/2020,01/13/2021,"$1,109.00",$0.00,No,Active,Policy Change,PCH,AMERICAN ECONOMY INS CO
82522667,"Anderson, Bobbie",Generic Insurance Branch North,Personal,Auto (Personal),Travelers,apYr5XCk3q,12 Months,09/04/2020,Generic Insurance,Unknown,,Personal Lines (P/L),09/05/2020,09/04/2021,AUTOP,09/04/2020,09/05/2020,10/12/2020,"$1,826.00",$0.00,No,Active,New Business,NBS,STANDARD FIRE INS CO
82522667,"Anderson, Bobbie",Generic Insurance Branch North,Personal,Homeowners,Travelers,8fRnhYZzpu,12 Months,09/03/2020,Generic Insurance,Unknown,,Personal Lines (P/L),01/26/2021,09/03/2021,HOME,09/03/2020,09/05/2020,01/26/2021,$0.00,$0.00,No,Active,Policy Change,PCH,TRAVELERS PERSONAL INS CO
82545925,"McManus, Malerie",Generic Insurance Branch North,Personal,Homeowners,Nationwide Insurance,2qP7CDGVmm,12 Months,08/20/2020,Generic Insurance,Unknown,,Personal Lines (P/L),08/22/2020,08/20/2021,HOME,08/20/2020,08/22/2020,12/07/2020,$0.00,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
82554555,"Casser, Emilia",Generic Insurance Branch North,Personal,Auto (Personal),Nationwide Insurance,3KkyjtwUbj,12 Months,09/18/2020,Generic Insurance,Unknown,,Personal Lines (P/L),02/03/2021,09/18/2021,AUTOP,09/18/2020,09/22/2020,02/03/2021,$0.00,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
82554555,"Casser, Emilia",Generic Insurance Branch North,Personal,Homeowners,Nationwide Insurance,Kp8kAt6jAH,12 Months,09/18/2020,Generic Insurance,Unknown,,Personal Lines (P/L),10/30/2020,09/18/2021,HOME,09/18/2020,09/19/2020,11/13/2020,$0.00,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
82595703,"Smith, Amanda",Generic Insurance Branch North,Personal,Homeowners,Nationwide Insurance,NNKdt33G2p,12 Months,10/21/2020,Generic Insurance,Unknown,,Personal Lines (P/L),04/16/2021,10/21/2021,HOME,10/21/2020,10/24/2020,04/16/2021,$0.00,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
82595703,"Smith, Amanda",Generic Insurance Branch North,Personal,Auto (Personal),Nationwide Insurance,JsTZmMSgwD,12 Months,10/21/2020,Generic Insurance,Unknown,,Personal Lines (P/L),10/27/2020,10/21/2021,AUTOP,10/21/2020,10/27/2020,10/27/2020,"$3,169.52",$0.00,No,Active,New Business,NBS,NATIONWIDE PROP & CAS INS CO
82595703,"Smith, Amanda",Generic Insurance Branch North,Personal,Umbrella - Personal,Nationwide Insurance,HR83q7R3Xr,12 Months,10/22/2020,Generic Insurance,Unknown,,Personal Lines (P/L),04/16/2021,10/22/2021,PUMBR,10/22/2020,10/27/2020,04/16/2021,$0.00,$0.00,No,Active,Policy Change,PCH,NATIONWIDE MUT INS CO
82597696,"Allen, Johnson",Generic Insurance Branch North,Personal,Homeowners,Nationwide Insurance,BNcXbuQjkd,12 Months,09/20/2020,Generic Insurance,Unknown,,Personal Lines (P/L),09/23/2020,09/20/2021,HOME,09/20/2020,09/23/2020,09/23/2020,$335.19,$0.00,No,Active,New Business,NBS,NATIONWIDE PROP & CAS INS CO
82597696,"Allen, Johnson",Generic Insurance Branch North,Personal,Auto (Personal),Nationwide Insurance,7DuP4u5YRt,12 Months,08/31/2020,Generic Insurance,Unknown,,Personal Lines (P/L),10/06/2020,08/31/2021,AUTOP,08/31/2020,09/02/2020,10/06/2020,$0.00,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
82600129,"Allen, Johnson",Generic Insurance Branch North,Commercial,Genl Liability,Safeco Insurance,zNZgVVXDb8,12 Months,08/21/2020,Generic Insurance,Unknown,,,08/28/2020,08/21/2021,CGL,08/21/2020,08/28/2020,08/30/2020,$0.00,$0.00,No,Active,New Business,NBS,LIBERTY CNTY MUT INS CO
82613188,"McManus, Malerie",Generic Insurance Branch North,Personal,Auto (Personal),Nationwide Insurance,Fs7vGya5gq,12 Months,08/25/2020,Generic Insurance,Unknown,,Personal Lines (P/L),08/26/2020,08/25/2021,AUTOP,08/25/2020,08/26/2020,12/07/2020,"$2,333.30",$0.00,No,Active,New Business,NBS,NATIONWIDE PROP & CAS INS CO
82613188,"McManus, Malerie",Generic Insurance Branch North,Personal,Homeowners,Nationwide Insurance,d2C3cE7v7K,12 Months,08/25/2020,Generic Insurance,Unknown,,Personal Lines (P/L),11/17/2020,08/25/2021,HOME,08/25/2020,08/26/2020,12/07/2020,$0.00,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
82613188,"McManus, Malerie",Generic Insurance Branch North,Personal,Watercraft (small boat),Nationwide Insurance,uUMGZRK9fh,12 Months,08/21/2020,Generic Insurance,Unknown,,Personal Lines (P/L),09/16/2020,08/21/2021,BOAT,08/21/2020,08/26/2020,12/07/2020,$0.75,$0.00,No,Active,Policy Change,PCH,AMCO INS CO
82613188,"McManus, Malerie",Generic Insurance Branch North,Personal,Homeowners,Safeco Insurance,5t2D55VFtE,12 Months,09/30/2020,Generic Insurance,Unknown,,Personal Lines (P/L),10/01/2020,09/30/2021,HOME,09/30/2020,10/01/2020,12/07/2020,$562.00,$0.00,No,Active,New Business,NBS,AMERICAN ECONOMY INS CO
82670129,"Allen, Johnson",Generic Insurance Branch North,Commercial,Genl Liability,Safeco Insurance,BSuzP2Z8Ag,12 Months,08/20/2020,Generic Insurance,Unknown,,,08/24/2020,08/20/2021,CGL,08/20/2020,08/24/2020,09/01/2020,$0.00,$0.00,No,Active,New Business,NBS,LIBERTY CNTY MUT INS CO
82672348,"McManus, Malerie",Generic Insurance Branch North,Personal,Dwelling fire,Travelers,HqxsgzNwnr,12 Months,04/20/2021,Generic Insurance,Unknown,,Personal Lines (P/L),04/21/2021,04/20/2022,DFIRE,04/20/2021,04/21/2021,04/21/2021,$924.00,$0.00,No,Active,New Business,NBS,TRAVELERS PERSONAL INS CO
82672348,"McManus, Malerie",Generic Insurance Branch North,Personal,Dwelling fire,Travelers,9WQfvYZKjB,12 Months,03/10/2021,Generic Insurance,Unknown,,Personal Lines (P/L),03/11/2021,03/10/2022,DFIRE,03/10/2021,03/11/2021,03/23/2021,$675.00,$0.00,No,Active,New Business,NBS,TRAVELERS PERSONAL INS CO
82672348,"McManus, Malerie",Generic Insurance Branch North,Personal,Auto (Personal),Nationwide Insurance,Y3rfGxPr5m,12 Months,08/31/2020,Generic Insurance,Unknown,,Personal Lines (P/L),02/09/2021,08/31/2021,AUTOP,08/31/2020,09/01/2020,03/23/2021,-$50.25,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
82672348,"McManus, Malerie",Generic Insurance Branch North,Personal,Homeowners,Nationwide Insurance,xuVTmFRKZz,12 Months,09/11/2020,Generic Insurance,Unknown,,Personal Lines (P/L),03/31/2021,09/11/2021,HOME,09/11/2020,09/12/2020,03/31/2021,$0.00,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
82673414,"Johnstone, Olivia",Generic Insurance Branch North,Personal,Auto (Personal),Safeco Insurance,zYmT5hm8X2,12 Months,09/02/2020,Generic Insurance,Unknown,,Personal Lines (P/L),10/20/2020,09/02/2021,AUTOP,09/02/2020,09/03/2020,10/20/2020,$226.52,$0.00,No,Active,Policy Change,PCH,SAFECO INS CO OF AMER
82694359,"Johnstone, Olivia",Generic Insurance Branch North,Personal,Homeowners,Nationwide Insurance,v7BY7cPRPw,12 Months,09/30/2020,Generic Insurance,Unknown,,Personal Lines (P/L),04/21/2021,09/30/2021,HOME,09/30/2020,10/01/2020,04/21/2021,$0.00,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
82694359,"Johnstone, Olivia",Generic Insurance Branch North,Personal,Auto (Personal),Nationwide Insurance,GMsfXyGAVh,12 Months,09/30/2020,Generic Insurance,Unknown,,Personal Lines (P/L),02/16/2021,09/30/2021,AUTOP,09/30/2020,10/01/2020,02/16/2021,$0.00,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
82706959,"Casser, Emilia",Generic Insurance Branch North,Personal,Auto (Personal),Nationwide Insurance,uNDCphEVSc,12 Months,08/28/2020,Generic Insurance,Unknown,,Personal Lines (P/L),01/13/2021,08/28/2021,AUTOP,08/28/2020,08/29/2020,01/13/2021,$0.00,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
82706959,"Casser, Emilia",Generic Insurance Branch North,Personal,Homeowners,Nationwide Insurance,RnvnmdkQYj,12 Months,10/08/2020,Generic Insurance,Unknown,,Personal Lines (P/L),03/17/2021,10/08/2021,HOME,10/19/2020,08/29/2020,03/17/2021,$0.00,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
82706959,"Casser, Emilia",Generic Insurance Branch North,Personal,Umbrella - Personal,Nationwide Insurance,udpwGxXqpK,12 Months,08/28/2020,Generic Insurance,Unknown,,Personal Lines (P/L),03/17/2021,08/28/2021,PUMBR,08/28/2020,08/29/2020,03/17/2021,$0.00,$0.00,No,Active,Policy Change,PCH,NATIONWIDE MUT INS CO
82710522,"Allen, Johnson",Generic Insurance Branch North,Personal,Homeowners,Safeco Insurance,hYedJ6mCA9,12 Months,09/14/2020,Generic Insurance,Unknown,,Personal Lines (P/L),09/15/2020,09/14/2021,HOME,09/14/2020,09/15/2020,02/17/2021,"$1,986.00",$0.00,No,Active,New Business,NBS,AMERICAN ECONOMY INS CO
82736634,"Smith, Amanda",Generic Insurance Branch North,Personal,Homeowners,Safeco Insurance,GqzK9XdFp3,12 Months,08/27/2020,Generic Insurance,Unknown,,Personal Lines (P/L),08/29/2020,08/27/2021,HOME,08/27/2020,08/29/2020,08/29/2020,$685.00,$0.00,No,Active,New Business,NBS,FIRST NATL INS CO OF AMER
82778667,"Smith, Amanda",Generic Insurance Branch North,Personal,Homeowners,Safeco Insurance,PRDXfwmB5y,12 Months,10/09/2020,Generic Insurance,Unknown,,Personal Lines (P/L),10/14/2020,10/09/2021,HOME,10/09/2020,10/14/2020,10/14/2020,"$1,753.00",$0.00,No,Active,Policy Change,PCH,AMERICAN ECONOMY INS CO
82796693,"Casser, Emilia",Generic Insurance Branch North,Personal,Homeowners,Safeco Insurance,9sm9XAaSfd,12 Months,09/25/2020,Generic Insurance,Unknown,,Personal Lines (P/L),09/26/2020,09/25/2021,HOME,09/25/2020,09/26/2020,12/03/2020,"$1,695.00",$0.00,No,Active,New Business,NBS,AMERICAN ECONOMY INS CO
82830369,"Allen, Johnson",Generic Insurance Branch North,Personal,Homeowners,Travelers,QhGNZCf3tU,12 Months,08/31/2020,Generic Insurance,Unknown,,Personal Lines (P/L),09/01/2020,08/31/2021,HOME,08/31/2020,09/01/2020,09/01/2020,$271.00,$0.00,No,Active,New Business,NBS,TRAVELERS PERSONAL INS CO
82830369,"Allen, Johnson",Generic Insurance Branch North,Personal,Auto (Personal),Nationwide Insurance,WpCux2bawq,6 Months,02/28/2021,Generic Insurance,Unknown,,Personal Lines (P/L),02/12/2021,08/28/2021,AUTOP,08/28/2020,08/29/2020,02/28/2021,-$349.92,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
82838608,"Allen, Johnson",Generic Insurance Branch North,Personal,Homeowners,Safeco Insurance,HBEMV68mb9,12 Months,09/18/2020,Generic Insurance,Unknown,,Personal Lines (P/L),09/22/2020,09/18/2021,HOME,09/18/2020,09/22/2020,09/22/2020,"$1,288.00",$0.00,No,Active,New Business,NBS,AMERICAN ECONOMY INS CO
82854783,"Casser, Emilia",Generic Insurance Branch North,Personal,Auto (Personal),Nationwide Insurance,AreS5Uv9BK,12 Months,08/31/2020,Generic Insurance,Unknown,,Personal Lines (P/L),09/29/2020,08/31/2021,AUTOP,08/31/2020,09/01/2020,09/29/2020,$218.30,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
82854783,"Casser, Emilia",Generic Insurance Branch North,Personal,Homeowners,Nationwide Insurance,XHfmVNSGxN,12 Months,09/30/2020,Generic Insurance,Unknown,,Personal Lines (P/L),12/29/2020,09/30/2021,HOME,09/30/2020,10/01/2020,12/29/2020,$0.00,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
82856044,"Casser, Emilia",Generic Insurance Branch North,Personal,Homeowners,Nationwide Insurance,Kdr8AAFg6r,12 Months,09/24/2020,Generic Insurance,Unknown,,Personal Lines (P/L),12/31/2020,09/24/2021,HOME,09/24/2020,09/25/2020,01/28/2021,$0.00,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
82904355,"Casser, Emilia",Generic Insurance Branch North,Personal,Homeowners,Nationwide Insurance,N2H5QvTkxb,12 Months,09/14/2020,Generic Insurance,Unknown,,Personal Lines (P/L),09/16/2020,09/14/2021,HOME,09/14/2020,09/16/2020,05/17/2021,"$1,782.67",$0.00,No,Active,New Business,NBS,NATIONWIDE PROP & CAS INS CO
82904355,"Casser, Emilia",Generic Insurance Branch North,Personal,Auto (Personal),Nationwide Insurance,UufTu8Zccu,12 Months,09/14/2020,Generic Insurance,Unknown,,Personal Lines (P/L),09/16/2020,09/14/2021,AUTOP,09/14/2020,09/16/2020,05/17/2021,$0.00,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
82904355,"Casser, Emilia",Generic Insurance Branch North,Personal,Auto (Personal),Nationwide Insurance,FB9yucm8kt,12 Months,05/08/2021,Generic Insurance,Unknown,,Personal Lines (P/L),05/13/2021,05/08/2022,AUTOP,05/08/2021,05/13/2021,05/17/2021,$435.72,$0.00,No,Active,New Business,NBS,AMCO INS CO
82914697,"Allen, Johnson",Generic Insurance Branch North,Personal,Homeowners,Nationwide Insurance,gPS6hs9jDw,12 Months,09/06/2020,Generic Insurance,Unknown,,Personal Lines (P/L),09/05/2020,09/06/2021,HOME,09/06/2020,09/05/2020,09/06/2020,"$1,527.57",$0.00,No,Active,New Business,NBS,NATIONWIDE PROP & CAS INS CO
82942122,"Casser, Emilia",Generic Insurance Branch North,Personal,Homeowners,Nationwide Insurance,PX64m5RaAu,12 Months,09/30/2020,Generic Insurance,Unknown,,Personal Lines (P/L),02/23/2021,09/30/2021,HOME,09/30/2020,09/16/2020,02/23/2021,$0.00,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
82951446,"Jarosz, Nicole",Generic Insurance Branch North,Personal,Auto (Personal),Nationwide Insurance,7Xz5m2hjSx,12 Months,10/05/2020,Generic Insurance,Unknown,,Personal Lines (P/L),02/19/2021,10/05/2021,AUTOP,10/05/2020,10/06/2020,02/19/2021,$0.00,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
82951446,"Jarosz, Nicole",Generic Insurance Branch North,Personal,Homeowners,Nationwide Insurance,bHXbYeBaQY,12 Months,10/05/2020,Generic Insurance,Unknown,,Personal Lines (P/L),04/16/2021,10/05/2021,HOME,10/05/2020,10/06/2020,04/16/2021,$0.00,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
82952362,"Smith, Amanda",Generic Insurance Branch North,Personal,Homeowners,Travelers,C6udWhY8Fj,12 Months,09/18/2020,Generic Insurance,Unknown,,Personal Lines (P/L),09/22/2020,09/18/2021,HOME,09/18/2020,09/22/2020,09/22/2020,$734.00,$0.00,No,Active,New Business,NBS,TRAVELERS PERSONAL INS CO
82972543,"Smith, Amanda",Generic Insurance Branch North,Personal,Homeowners,Safeco Insurance,G7cxNa5FJV,12 Months,10/05/2020,Generic Insurance,Unknown,,Personal Lines (P/L),10/07/2020,10/05/2021,HOME,10/05/2020,10/07/2020,10/07/2020,$992.00,$0.00,No,Active,New Business,NBS,AMERICAN ECONOMY INS CO
82982090,"Jarosz, Nicole",Generic Insurance Branch North,Personal,Homeowners,Nationwide Insurance,6WtPwNKUag,12 Months,10/01/2020,Generic Insurance,Unknown,,Personal Lines (P/L),01/15/2021,10/01/2021,HOME,10/01/2020,10/02/2020,01/15/2021,$189.34,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
82982090,"Jarosz, Nicole",Generic Insurance Branch North,Personal,Auto (Personal),Nationwide Insurance,3THKYaqBKx,12 Months,09/30/2020,Generic Insurance,Unknown,,Personal Lines (P/L),12/04/2020,09/30/2021,AUTOP,09/30/2020,10/02/2020,12/04/2020,-$532.45,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
82991141,"Casser, Emilia",Generic Insurance Branch North,Personal,Homeowners,Nationwide Insurance,5T3aSHayQe,12 Months,09/24/2020,Generic Insurance,Unknown,,Personal Lines (P/L),12/31/2020,09/24/2021,HOME,09/24/2020,09/25/2020,12/31/2020,$0.00,$0.00,No,Active,Policy Change,PCH,NATIONWIDE PROP & CAS INS CO
